Athlete,Year,Event,Event Type,Final/Heat,Country,Age,gender,Rank,Lane,100m,100m CT,RT
Category_2,30,Category_6,25m,SF,Category_6,14.421,m,21.837,2.926,26.258,Category_2,0.667
Category_6,28,Category_1,Series,F,Category_5,22.778,m,39.467,4.573,26.354,Category_7,0.717
Category_9,25,Category_2,World Championships,H,Category_2,15.287,m,6.183,3.723,23.937,Category_7,0.713
Category_1,25,Category_7,Series,SF,Category_9,17.976,m,-3.345,6.071,28.73,Category_4,0.693
Category_9,27,Category_1,World Cup,F,Category_6,18.159,m,21.075,4.66,26.943,Category_2,0.637
Category_9,33,Category_7,Youth Olympic,H,Category_8,24.541,m,52.33,3.897,24.029,Category_7,0.606
Category_9,28,Category_4,Olympic,F,Category_9,20.116,m,30.372,5.645,25.657,Category_1,0.656
Category_5,30,Category_6,Olympic,F,Category_9,10.31,m,19.971,3.469,25.535,Category_2,0.711
Category_9,26,Category_8,Junior,H,Category_8,16.701,m,42.149,5.985,27.713,Category_2,0.741
Category_4,33,Category_9,Series,SF,Category_8,13.957,m,6.294,5.579,26.384,Category_1,0.669
Category_2,24,Category_6,Youth Olympic,SF,Category_3,22.5,m,-2.598,5.477,28.82,Category_9,0.66
Category_6,29,Category_9,Junior,F,Category_3,15.527,m,22.428,3.892,24.234,Category_6,0.674
Category_4,32,Category_4,Olympic,H,Category_2,17.914,m,8.18,3.223,27.787,Category_3,0.674
Category_6,31,Category_6,Youth Olympic,SF,Category_1,27.664,m,-1.547,6.767,27.614,Category_6,0.718
Category_3,28,Category_8,25m,F,Category_4,23.056,m,58.43,6.288,25.925,Category_7,0.648
Category_6,27,Category_9,World Cup,H,Category_2,15.602,m,95.647,2.29,27.397,Category_3,0.659
Category_2,28,Category_3,25m,F,Category_2,23.835,m,-12.005,3.708,26.761,Category_4,0.685
Category_2,23,Category_2,World Cup,H,Category_5,17.451,m,20.618,8.076,29.477,Category_1,0.636
Category_9,19,Category_6,Series,SF,Category_4,23.825,m,37.531,7.2,27.027,Category_6,0.623
Category_7,28,Category_4,World Championships,SF,Category_1,18.715,m,-16.761,1.891,29.324,Category_6,0.727
Category_3,23,Category_1,Junior,F,Category_9,16.449,m,26.151,4.804,28.661,Category_9,0.663
Category_1,31,Category_8,Junior,SF,Category_4,16.062,m,28.232,5.807,24.124,Category_2,0.704
Category_8,23,Category_9,World Championships,SF,Category_5,21.611,m,46.283,7.223,26.659,Category_5,0.695
Category_6,34,Category_9,Youth Olympic,H,Category_7,24.199,m,10.395,5.088,28.657,Category_5,0.603
Category_7,27,Category_2,World Championships,SF,Category_2,21.962,m,16.36,5.967,27.375,Category_7,0.635
Category_9,18,Category_9,Series,H,Category_8,18.631,m,60.364,7.07,27.02,Category_5,0.667
Category_5,20,Category_7,Olympic,H,Category_2,12.984,m,44.549,7.401,27.155,Category_4,0.654
Category_1,25,Category_5,World Championships,F,Category_5,17.776,m,53.389,4.329,28.165,Category_2,0.675
Category_7,25,Category_7,World Cup,H,Category_2,15.241,m,-17.72,4.887,25.997,Category_8,0.673
Category_5,32,Category_9,Olympic,SF,Category_2,26.084,m,13.386,2.906,26.217,Category_5,0.7
Category_3,24,Category_8,World Championships,H,Category_4,18.772,m,75.972,4.101,28.671,Category_4,0.663
Category_9,28,Category_6,Junior,H,Category_4,21.664,m,30.128,3.77,27.296,Category_9,0.668
Category_1,24,Category_4,25m,F,Category_8,18.999,m,28.931,4.31,26.457,Category_2,0.6
Category_1,21,Category_1,World Cup,SF,Category_6,22.199,m,30.176,4.542,26.921,Category_3,0.638
Category_1,29,Category_6,Series,SF,Category_8,23.393,m,77.512,6.779,27.958,Category_8,0.64
Category_3,23,Category_3,World Cup,SF,Category_7,30.056,m,11.155,5.635,26.803,Category_4,0.645
Category_6,31,Category_6,Youth Olympic,H,Category_4,18.535,m,51.77,1.62,27.19,Category_9,0.648
Category_3,29,Category_6,25m,SF,Category_2,24.737,m,40.094,6.131,23.101,Category_9,0.691
Category_8,28,Category_4,World Cup,SF,Category_9,21.571,m,-6.608,3.422,27.374,Category_9,0.744
Category_2,22,Category_2,World Championships,H,Category_2,18.029,m,23.978,2.09,26.558,Category_1,0.604
Category_9,31,Category_9,World Cup,F,Category_1,18.324,m,8.646,1.959,28.849,Category_6,0.655
Category_3,33,Category_2,World Cup,F,Category_8,22.37,m,-3.944,5.193,26.732,Category_6,0.626
Category_5,30,Category_3,World Cup,H,Category_9,19.194,m,66.809,7.389,30.076,Category_8,0.604
Category_8,21,Category_1,Youth Olympic,F,Category_1,20.855,m,-2.418,4.255,28.176,Category_7,0.641
Category_2,28,Category_7,World Cup,F,Category_7,23.171,m,54.0,7.084,25.218,Category_7,0.617
Category_6,34,Category_1,World Cup,F,Category_2,30.746,m,7.848,4.986,24.148,Category_2,0.675
Category_5,24,Category_9,Youth Olympic,SF,Category_6,20.556,m,71.421,-0.538,26.661,Category_4,0.657
Category_9,31,Category_1,Olympic,F,Category_5,15.753,m,20.506,6.283,26.904,Category_1,0.651
Category_5,28,Category_5,25m,SF,Category_1,22.068,m,42.149,3.438,23.138,Category_7,0.678
Category_2,26,Category_7,Series,F,Category_2,18.418,m,16.309,2.777,26.728,Category_4,0.6
Category_5,30,Category_3,Olympic,SF,Category_2,28.256,m,-29.55,6.297,26.124,Category_9,0.619
Category_4,28,Category_9,Junior,H,Category_6,18.364,m,-15.241,5.104,27.28,Category_6,0.68
Category_7,32,Category_8,Youth Olympic,H,Category_1,20.497,m,-21.845,4.609,31.243,Category_6,0.619
Category_6,18,Category_3,Youth Olympic,F,Category_4,22.999,m,39.805,5.014,23.198,Category_9,0.573
Category_2,21,Category_5,World Cup,SF,Category_5,22.454,m,31.712,2.687,28.903,Category_8,0.736
Category_5,31,Category_7,World Cup,H,Category_2,26.173,m,49.57,9.137,27.901,Category_6,0.68
Category_7,31,Category_4,Series,H,Category_2,23.183,m,13.075,5.2,25.757,Category_6,0.71
Category_7,20,Category_5,Junior,H,Category_7,30.116,m,-29.673,5.165,26.894,Category_6,0.632
Category_5,34,Category_3,World Cup,H,Category_7,22.281,m,69.832,4.56,28.835,Category_4,0.602
Category_9,20,Category_9,World Championships,F,Category_6,25.796,m,60.894,0.79,27.084,Category_5,0.677
Category_4,33,Category_9,World Cup,SF,Category_1,18.48,m,43.245,3.112,22.617,Category_3,0.615
Category_3,31,Category_7,World Cup,H,Category_3,28.592,m,64.358,1.758,27.637,Category_9,0.71
Category_4,30,Category_2,World Championships,F,Category_9,18.982,m,29.622,1.522,28.417,Category_2,0.675
Category_5,32,Category_7,Junior,H,Category_1,26.57,m,40.13,0.975,25.94,Category_7,0.673
Category_6,31,Category_7,World Championships,H,Category_2,24.112,m,12.374,3.209,28.726,Category_1,0.674
Category_3,23,Category_5,Youth Olympic,H,Category_8,20.697,m,1.858,4.825,28.898,Category_7,0.756
Category_2,27,Category_9,World Championships,H,Category_7,26.61,m,-12.637,1.269,29.69,Category_2,0.694
Category_4,32,Category_3,25m,F,Category_9,20.372,m,10.967,6.499,29.03,Category_5,0.655
Category_5,23,Category_4,Youth Olympic,SF,Category_4,26.083,m,108.796,5.508,32.395,Category_1,0.671
Category_4,27,Category_1,World Cup,F,Category_4,21.985,m,-11.021,4.203,29.385,Category_5,0.625
Category_3,24,Category_6,Series,F,Category_7,18.86,m,5.67,10.103,27.212,Category_4,0.641
Category_8,34,Category_4,Youth Olympic,F,Category_1,21.746,m,35.772,4.181,28.59,Category_1,0.721
Category_4,34,Category_1,Junior,H,Category_9,20.562,m,101.217,6.742,27.129,Category_1,0.666
Category_2,26,Category_2,Junior,SF,Category_2,18.59,m,2.46,5.291,26.3,Category_7,0.699
Category_2,27,Category_3,World Championships,H,Category_1,21.385,m,14.523,8.32,24.57,Category_3,0.625
Category_1,27,Category_9,Youth Olympic,F,Category_7,22.091,m,51.771,7.447,26.581,Category_9,0.702
Category_4,24,Category_8,World Cup,H,Category_6,10.265,m,50.15,4.035,28.796,Category_9,0.656
Category_9,33,Category_7,Junior,SF,Category_3,22.496,m,12.636,4.125,25.092,Category_9,0.675
Category_7,23,Category_4,Olympic,SF,Category_1,23.488,m,8.64,1.468,27.756,Category_1,0.667
Category_7,18,Category_1,World Cup,H,Category_5,26.428,m,45.365,5.06,26.109,Category_4,0.673
Category_7,18,Category_8,Olympic,F,Category_4,15.307,m,23.829,6.388,26.955,Category_1,0.66
Category_8,29,Category_4,25m,H,Category_5,16.211,m,40.769,4.622,26.833,Category_1,0.722
Category_1,19,Category_3,Olympic,F,Category_1,21.287,m,27.681,8.226,27.381,Category_9,0.597
Category_8,21,Category_9,Junior,SF,Category_1,17.471,m,42.598,5.132,31.905,Category_5,0.688
Category_4,34,Category_4,World Championships,H,Category_5,15.498,m,45.563,7.849,25.831,Category_1,0.635
Category_4,21,Category_4,25m,SF,Category_6,18.711,m,-23.269,4.372,26.889,Category_3,0.622
Category_4,28,Category_9,Youth Olympic,F,Category_5,18.932,m,19.268,1.917,26.502,Category_7,0.76
Category_6,21,Category_2,World Cup,F,Category_2,16.219,m,42.093,3.234,23.697,Category_2,0.622
Category_7,18,Category_5,Junior,H,Category_9,16.191,m,55.755,4.695,28.847,Category_4,0.583
Category_6,24,Category_4,25m,H,Category_5,19.919,m,23.022,2.927,25.154,Category_2,0.707
Category_1,26,Category_9,25m,H,Category_5,14.427,m,-20.312,0.695,29.966,Category_9,0.642
Category_8,20,Category_5,Junior,SF,Category_9,14.361,m,68.319,-0.16,25.26,Category_9,0.722
Category_7,25,Category_9,Youth Olympic,F,Category_3,20.717,m,57.046,7.273,27.808,Category_7,0.564
Category_6,21,Category_9,Youth Olympic,F,Category_5,26.651,m,35.554,5.724,30.751,Category_7,0.748
Category_6,28,Category_2,World Championships,SF,Category_5,23.454,m,19.225,5.454,27.962,Category_2,0.707
Category_5,31,Category_9,Series,H,Category_2,25.48,m,49.731,5.189,25.686,Category_8,0.655
Category_6,33,Category_3,Olympic,H,Category_4,12.952,m,19.499,3.425,25.019,Category_1,0.587
Category_9,20,Category_4,Youth Olympic,SF,Category_2,14.593,m,57.63,6.732,22.178,Category_8,0.605
Category_9,32,Category_1,World Championships,F,Category_5,20.465,m,84.008,0.488,26.151,Category_5,0.633
Category_8,21,Category_1,Olympic,F,Category_2,23.881,m,18.563,-0.362,23.867,Category_4,0.696
Category_9,22,Category_1,25m,F,Category_9,23.061,m,54.892,4.277,26.897,Category_2,0.626
Category_8,34,Category_9,Junior,F,Category_6,14.859,m,13.764,5.094,26.029,Category_3,0.573
Category_8,24,Category_8,Youth Olympic,SF,Category_8,25.12,m,61.966,2.595,27.175,Category_2,0.675
Category_1,33,Category_5,World Championships,F,Category_9,20.085,m,25.47,0.848,24.445,Category_4,0.709
Category_5,31,Category_5,25m,SF,Category_8,23.639,m,74.012,6.23,25.807,Category_3,0.763
Category_4,33,Category_9,Youth Olympic,H,Category_5,17.918,m,24.578,3.76,28.091,Category_5,0.618
Category_2,24,Category_3,World Cup,SF,Category_5,14.034,m,6.814,6.485,27.59,Category_7,0.623
Category_8,26,Category_3,Series,F,Category_6,23.921,m,22.954,7.992,22.942,Category_9,0.53
Category_3,21,Category_7,25m,H,Category_1,22.364,m,26.142,0.822,28.635,Category_5,0.595
Category_4,28,Category_9,Youth Olympic,SF,Category_8,15.267,m,39.304,5.3,24.589,Category_8,0.617
Category_7,19,Category_6,25m,SF,Category_2,17.656,m,23.111,5.39,23.529,Category_2,0.624
Category_9,29,Category_2,Junior,SF,Category_6,23.26,m,39.566,6.609,26.382,Category_6,0.641
Category_2,29,Category_1,Junior,H,Category_9,21.274,m,40.071,3.46,32.142,Category_8,0.691
Category_3,21,Category_2,Series,SF,Category_3,22.497,m,20.287,4.912,26.135,Category_9,0.687
Category_4,24,Category_1,Junior,F,Category_2,18.252,m,41.941,6.583,27.077,Category_4,0.641
Category_1,18,Category_9,Olympic,H,Category_5,26.31,m,15.738,5.853,28.359,Category_4,0.665
Category_7,30,Category_8,World Cup,H,Category_9,19.961,m,89.825,8.616,24.964,Category_7,0.604
Category_2,23,Category_7,Junior,SF,Category_6,10.625,m,41.102,2.634,27.532,Category_4,0.639
Category_5,23,Category_3,World Cup,F,Category_8,20.864,m,50.075,5.285,25.057,Category_5,0.607
Category_1,29,Category_8,Junior,H,Category_8,22.924,m,26.936,4.562,28.067,Category_2,0.631
Category_3,25,Category_2,Olympic,SF,Category_7,21.65,m,11.888,4.265,27.726,Category_2,0.748
Category_2,22,Category_2,25m,F,Category_5,18.656,m,56.483,6.224,27.53,Category_5,0.671
Category_1,22,Category_3,Youth Olympic,SF,Category_2,12.337,m,41.984,5.059,27.223,Category_2,0.638
Category_7,27,Category_7,Youth Olympic,SF,Category_5,17.732,m,-42.335,2.147,31.238,Category_6,0.686
Category_5,18,Category_1,Junior,H,Category_7,18.122,m,87.701,7.122,27.36,Category_6,0.647
Category_1,27,Category_8,Youth Olympic,H,Category_7,17.694,m,53.671,6.229,28.003,Category_8,0.74
Category_6,22,Category_7,Junior,SF,Category_2,22.953,m,21.616,8.409,27.647,Category_1,0.68
Category_5,29,Category_4,Junior,H,Category_7,19.042,m,49.884,6.566,24.657,Category_7,0.612
Category_3,24,Category_5,Series,H,Category_6,26.138,m,44.613,4.248,25.164,Category_7,0.724
Category_7,26,Category_1,World Championships,F,Category_7,19.488,m,46.722,4.267,24.477,Category_9,0.692
Category_9,29,Category_4,World Championships,F,Category_8,25.452,m,7.593,7.327,25.134,Category_4,0.685
Category_9,18,Category_1,Series,SF,Category_4,21.309,m,34.571,2.884,25.736,Category_7,0.702
Category_9,28,Category_1,World Championships,SF,Category_1,21.513,m,41.187,2.544,26.401,Category_6,0.697
Category_2,32,Category_1,World Cup,SF,Category_8,17.596,m,67.826,5.318,26.375,Category_4,0.687
Category_3,19,Category_7,World Championships,SF,Category_8,14.833,m,35.472,1.092,28.099,Category_8,0.657
Category_7,24,Category_7,Junior,F,Category_3,20.118,m,44.886,5.634,29.788,Category_3,0.705
Category_5,29,Category_4,Olympic,H,Category_3,27.401,m,6.454,5.932,29.335,Category_8,0.657
Category_2,20,Category_2,Olympic,F,Category_5,18.523,m,34.46,4.167,27.449,Category_5,0.724
Category_3,24,Category_3,25m,SF,Category_3,17.867,m,57.374,8.245,25.029,Category_4,0.687
Category_6,28,Category_8,World Championships,SF,Category_5,19.71,m,12.932,7.554,29.131,Category_3,0.673
Category_7,29,Category_8,Olympic,F,Category_8,27.737,m,21.414,2.856,25.64,Category_7,0.693
Category_9,23,Category_6,World Championships,F,Category_1,23.677,m,4.918,6.391,27.789,Category_7,0.672
Category_1,22,Category_9,25m,SF,Category_2,25.445,m,-6.298,7.201,27.455,Category_6,0.722
Category_7,18,Category_9,Olympic,H,Category_2,12.227,m,7.873,4.978,24.526,Category_3,0.707
Category_8,29,Category_4,Junior,SF,Category_4,17.009,m,48.643,3.71,25.694,Category_9,0.668
Category_3,28,Category_1,World Cup,F,Category_9,17.153,m,25.482,2.042,27.961,Category_2,0.518
Category_4,21,Category_1,Series,SF,Category_2,25.122,m,7.968,3.399,26.508,Category_3,0.703
Category_6,21,Category_5,Series,SF,Category_9,23.152,m,94.962,2.097,33.196,Category_1,0.683
Category_7,34,Category_2,Series,H,Category_7,24.79,m,12.428,7.023,25.87,Category_7,0.773
Category_4,19,Category_6,World Championships,SF,Category_8,12.66,m,50.426,4.146,24.642,Category_2,0.606
Category_8,19,Category_7,Olympic,SF,Category_1,25.015,m,42.072,6.06,27.0,Category_8,0.655
Category_5,29,Category_1,Olympic,SF,Category_5,23.149,m,39.643,7.88,26.138,Category_9,0.595
Category_1,23,Category_6,25m,F,Category_9,16.598,m,-19.92,5.297,23.099,Category_2,0.632
Category_4,27,Category_8,Junior,F,Category_4,19.606,m,68.921,7.675,28.664,Category_6,0.734
Category_3,33,Category_5,Youth Olympic,H,Category_2,16.724,m,41.686,3.91,29.004,Category_1,0.59
Category_9,31,Category_7,Olympic,SF,Category_6,20.021,m,58.86,5.727,28.704,Category_8,0.602
Category_8,24,Category_6,World Cup,F,Category_2,22.28,m,65.155,5.281,27.541,Category_5,0.69
Category_1,34,Category_4,25m,H,Category_3,26.231,m,81.628,3.046,26.547,Category_9,0.673
Category_6,26,Category_7,Olympic,SF,Category_8,16.534,m,3.931,4.012,27.218,Category_3,0.65
Category_9,30,Category_9,Olympic,H,Category_3,18.48,m,11.941,8.262,26.574,Category_2,0.549
Category_7,22,Category_7,25m,H,Category_2,15.858,m,15.858,3.924,25.459,Category_7,0.721
Category_4,22,Category_5,25m,H,Category_6,23.593,m,7.715,0.677,30.203,Category_7,0.654
Category_1,27,Category_7,World Championships,H,Category_3,13.902,m,70.398,3.921,29.601,Category_5,0.619
Category_2,27,Category_3,Olympic,H,Category_1,21.154,m,3.792,2.919,28.282,Category_7,0.679
Category_5,24,Category_2,Youth Olympic,H,Category_3,15.349,m,21.668,5.898,25.911,Category_6,0.721
Category_5,32,Category_5,World Cup,H,Category_6,20.611,m,-14.208,6.29,28.117,Category_9,0.653
Category_8,24,Category_4,Junior,SF,Category_3,25.204,m,53.505,5.657,26.322,Category_3,0.635
Category_6,32,Category_5,Junior,SF,Category_9,18.306,m,28.876,3.765,26.236,Category_4,0.666
Category_8,20,Category_8,Youth Olympic,H,Category_7,21.335,m,57.839,4.92,26.806,Category_9,0.682
Category_2,27,Category_4,25m,SF,Category_5,16.725,m,52.616,3.997,27.804,Category_8,0.686
Category_3,32,Category_9,25m,H,Category_2,19.956,m,-14.493,1.209,25.967,Category_6,0.653
Category_6,20,Category_7,25m,SF,Category_9,13.975,m,37.831,4.498,26.538,Category_3,0.72
Category_3,23,Category_7,Olympic,F,Category_5,23.349,m,1.285,11.273,29.716,Category_9,0.625
Category_6,29,Category_8,25m,H,Category_7,18.702,m,36.576,2.238,23.189,Category_9,0.657
Category_6,32,Category_6,25m,F,Category_9,19.557,m,15.742,0.203,29.06,Category_6,0.657
Category_2,23,Category_8,Olympic,H,Category_4,20.707,m,85.064,8.284,26.554,Category_2,0.595
Category_7,30,Category_3,Olympic,H,Category_9,12.283,m,108.837,5.88,25.837,Category_7,0.681
Category_2,20,Category_1,Youth Olympic,F,Category_1,17.557,m,25.52,5.509,26.181,Category_9,0.669
Category_6,25,Category_6,World Championships,F,Category_6,20.981,m,35.368,3.891,26.866,Category_9,0.656
Category_1,25,Category_1,Olympic,F,Category_2,19.759,m,-32.932,5.332,28.867,Category_3,0.687
Category_3,32,Category_9,World Cup,H,Category_8,29.43,m,-14.574,4.902,27.224,Category_2,0.656
Category_2,21,Category_2,25m,F,Category_5,25.629,m,43.597,8.005,25.769,Category_5,0.728
Category_7,20,Category_2,World Championships,F,Category_3,20.999,m,31.606,7.034,28.349,Category_7,0.686
Category_4,30,Category_7,Junior,SF,Category_2,16.19,m,44.602,6.259,26.632,Category_3,0.681
Category_8,25,Category_2,Youth Olympic,SF,Category_8,18.373,m,9.67,3.092,27.992,Category_4,0.634
Category_6,33,Category_8,World Championships,F,Category_7,23.144,m,41.204,5.339,27.434,Category_2,0.58
Category_4,30,Category_6,Olympic,F,Category_9,20.738,m,-39.935,3.258,24.525,Category_2,0.7
Category_5,20,Category_7,25m,F,Category_8,25.701,m,15.079,7.802,28.089,Category_7,0.58
Category_9,33,Category_7,25m,F,Category_4,20.705,m,45.899,3.012,23.254,Category_2,0.652
Category_7,26,Category_6,25m,SF,Category_2,20.9,m,81.138,4.443,26.623,Category_1,0.704
Category_9,31,Category_9,World Championships,H,Category_2,27.142,m,29.182,2.096,24.638,Category_4,0.626
Category_7,30,Category_9,25m,F,Category_2,15.884,m,49.431,3.547,22.538,Category_6,0.644
Category_1,24,Category_7,Olympic,F,Category_6,27.595,m,13.356,3.519,27.379,Category_4,0.602
Category_8,32,Category_9,World Championships,SF,Category_7,23.606,m,45.241,4.398,28.659,Category_1,0.623
Category_4,24,Category_3,25m,F,Category_6,33.809,m,18.383,2.557,26.773,Category_1,0.629
Category_3,23,Category_3,Junior,F,Category_2,17.519,m,88.533,7.77,29.644,Category_9,0.644
Category_7,19,Category_1,Junior,SF,Category_4,27.163,m,23.111,4.313,26.843,Category_1,0.67
Category_3,26,Category_5,World Cup,F,Category_3,20.975,m,27.667,3.459,27.228,Category_7,0.675
Category_8,34,Category_4,25m,F,Category_4,19.653,m,54.712,6.671,25.004,Category_7,0.729
Category_6,22,Category_2,25m,SF,Category_5,21.683,m,46.927,10.104,28.112,Category_1,0.643
Category_5,29,Category_9,World Championships,H,Category_7,20.939,m,22.064,3.778,28.014,Category_1,0.689
Category_4,18,Category_3,World Championships,F,Category_9,17.198,m,44.274,4.17,25.93,Category_6,0.636
Category_8,27,Category_8,Series,F,Category_2,19.876,m,2.315,2.955,24.044,Category_8,0.74
Category_8,28,Category_6,25m,H,Category_8,21.692,m,39.017,6.406,23.583,Category_7,0.67
Category_1,33,Category_5,World Cup,SF,Category_3,18.662,m,48.269,7.129,29.04,Category_6,0.655
Category_9,31,Category_1,25m,H,Category_9,22.657,m,20.424,4.66,24.298,Category_3,0.629
Category_5,25,Category_4,Olympic,F,Category_4,19.197,m,21.935,3.694,30.163,Category_7,0.705
Category_4,34,Category_3,World Championships,H,Category_3,22.318,m,14.498,6.09,25.131,Category_6,0.67
